customer_id,age,gender,region,avg_order_value,orders_per_month,recency_days,tenure_months,pref_electronics,pref_clothing,pref_home,pref_sports,email_open_rate,app_sessions_per_week,ltv,churn
2392,41,Male,East,186.04,1,20,37,0.653,0.317,0.102,0.048,0.294,3,9077.44,0
2393,29,Male,South,130.65,0,95,92,0.042,0.355,0.087,0.051,0.29,2,50.0,1
2394,35,Female,West,243.21,1,96,80,0.307,0.299,0.124,0.138,0.459,1,21298.74,0
2395,32,Female,Central,24.43,1,89,76,0.162,0.578,0.679,0.084,0.15,2,655.98,1
2396,61,Male,West,20.98,3,44,58,0.252,0.415,0.297,0.052,0.227,0,3204.72,0
2397,33,Male,North,106.62,4,20,85,0.503,0.385,0.078,0.021,0.423,1,42369.24,0
2398,44,Male,East,47.33,1,99,59,0.353,0.248,0.337,0.151,0.328,1,3576.89,0
2399,25,Male,West,43.39,3,12,24,0.133,0.432,0.524,0.244,0.242,0,4551.94,0
2400,77,Female,North,52.14,1,20,28,0.262,0.575,0.539,0.424,0.506,3,1858.07,1
2401,63,Female,North,45.15,1,12,37,0.082,0.368,0.221,0.453,0.308,1,1654.48,0
2402,42,Male,Central,77.3,1,67,21,0.07,0.25,0.263,0.44,0.148,2,3504.32,0
2403,34,Male,North,66.41,0,69,33,0.086,0.41,0.422,0.01,0.426,3,515.86,0
2404,46,Male,West,77.47,2,63,2,0.42,0.277,0.32,0.063,0.242,4,50.0,1
2405,70,Female,East,109.35,1,32,101,0.268,0.493,0.445,0.094,0.399,3,12399.98,1
2406,25,Other,South,59.17,2,6,119,0.505,0.319,0.062,0.24,0.379,1,16220.21,0
2407,32,Male,North,43.15,1,145,83,0.216,0.178,0.784,0.07,0.059,5,2123.35,0
2408,44,Male,West,34.54,3,42,28,0.499,0.725,0.091,0.78,0.14,1,4673.4,1
2409,63,Female,South,54.4,1,31,15,0.113,0.581,0.605,0.027,0.096,0,1080.71,0
2410,67,Female,East,128.32,2,53,1,0.422,0.518,0.479,0.2,0.2,0,2110.11,0
2411,69,Male,West,133.08,1,12,107,0.483,0.321,0.289,0.09,0.308,6,17899.46,1
2412,24,Male,West,107.95,0,8,28,0.272,0.302,0.473,0.235,0.218,1,50.0,0
2413,20,Male,Central,41.33,0,31,50,0.092,0.532,0.413,0.175,0.116,1,505.66,1
2414,46,Female,East,90.96,0,15,35,0.13,0.117,0.316,0.502,0.154,2,455.75,0
2415,61,Male,South,87.65,0,16,96,0.156,0.352,0.304,0.073,0.123,2,50.0,1
2416,70,Male,Central,72.97,1,133,28,0.372,0.329,0.469,0.019,0.263,0,509.93,1
2417,41,Female,East,83.88,0,45,9,0.656,0.213,0.46,0.147,0.211,1,833.97,0
2418,77,Male,South,74.15,1,39,24,0.061,0.192,0.161,0.083,0.373,3,125.0,1
2419,75,Female,North,86.68,1,70,63,0.301,0.626,0.651,0.08,0.515,1,4935.26,1
2420,20,Male,West,120.56,2,181,4,0.131,0.527,0.108,0.574,0.378,1,1370.81,1
2421,37,Male,South,29.29,2,7,56,0.317,0.213,0.29,0.023,0.122,0,2638.28,0
2422,63,Female,West,130.78,0,107,109,0.26,0.095,0.157,0.204,0.333,1,50.0,1
2423,32,Male,East,31.68,1,52,41,0.369,0.064,0.135,0.237,0.212,4,1606.48,0
2424,42,Other,North,25.52,1,9,67,0.334,0.395,0.199,0.38,0.021,1,2699.19,0
2425,47,Female,East,318.64,0,21,48,0.333,0.829,0.069,0.061,0.496,2,50.0,1
2426,31,Male,North,271.71,1,39,86,0.451,0.342,0.043,0.231,0.099,1,28976.58,1
2427,24,Female,South,24.99,0,70,104,0.347,0.122,0.671,0.058,0.435,1,50.0,0
2428,34,Male,East,66.85,0,16,58,0.277,0.418,0.418,0.252,0.272,1,1244.38,0
2429,79,Female,South,36.49,0,45,39,0.487,0.242,0.107,0.189,0.328,0,50.0,1
2430,61,Male,West,73.14,0,69,119,0.424,0.273,0.383,0.233,0.37,1,1883.62,1
2431,37,Female,West,161.84,1,35,113,0.29,0.416,0.247,0.723,0.056,3,22102.42,0
2432,53,Male,West,260.64,0,119,25,0.356,0.091,0.178,0.61,0.498,1,376.74,1
2433,26,Male,North,100.46,0,122,60,0.216,0.679,0.275,0.231,0.245,1,871.52,1
2434,55,Female,North,54.94,3,38,112,0.589,0.361,0.385,0.186,0.163,0,23412.78,0
2435,65,Female,East,93.97,2,216,117,0.226,0.383,0.006,0.185,0.229,0,24045.58,1
2436,74,Male,Central,49.92,5,4,86,0.163,0.202,0.556,0.261,0.083,3,23109.49,0
2437,77,Male,West,212.48,1,0,114,0.186,0.093,0.259,0.238,0.518,0,24449.74,1
2438,39,Female,West,183.46,1,28,112,0.47,0.313,0.111,0.233,0.258,1,22833.53,0
2439,71,Female,South,85.36,1,55,47,0.372,0.248,0.426,0.069,0.387,1,5719.28,1
2440,70,Male,South,51.42,1,59,98,0.093,0.51,0.573,0.145,0.381,1,5476.83,0
2441,70,Male,East,47.78,1,38,61,0.352,0.125,0.171,0.127,0.13,3,4382.53,1
2442,19,Male,North,22.72,0,8,84,0.187,0.58,0.457,0.587,0.304,0,711.24,0
2443,41,Female,North,155.35,1,11,100,0.666,0.059,0.041,0.389,0.308,2,18961.96,0
2444,25,Male,Central,67.88,1,114,101,0.062,0.405,0.645,0.053,0.639,1,8679.36,0
2445,28,Male,North,51.46,0,121,103,0.151,0.129,0.263,0.004,0.101,5,1227.94,1
2446,30,Female,North,70.96,2,67,27,0.541,0.082,0.788,0.23,0.355,1,3784.71,0
2447,34,Male,North,156.62,1,65,111,0.392,0.355,0.205,0.118,0.166,1,18707.34,1
2448,25,Female,Central,30.65,0,54,113,0.321,0.288,0.141,0.02,0.093,0,50.0,1
2449,38,Male,East,175.96,1,13,96,0.228,0.825,0.169,0.24,0.121,0,20770.85,0
2450,35,Male,West,202.24,2,33,42,0.331,0.278,0.267,0.048,0.194,2,20008.04,0
2451,47,Male,Central,254.56,1,71,52,0.089,0.424,0.106,0.09,0.228,3,12661.6,0
2452,35,Female,South,60.53,1,46,93,0.516,0.177,0.688,0.583,0.2,1,6488.28,0
2453,63,Male,East,39.58,0,1,105,0.226,0.376,0.338,0.598,0.165,2,1139.14,1
2454,64,Female,North,57.43,2,184,48,0.012,0.306,0.156,0.273,0.49,0,4878.69,0
2455,48,Female,North,52.39,1,111,32,0.316,0.07,0.646,0.031,0.477,3,1868.65,0
2456,55,Female,West,35.5,2,18,24,0.141,0.507,0.029,0.426,0.48,1,2891.5,1
2457,49,Male,West,94.77,0,57,3,0.372,0.597,0.454,0.007,0.19,0,784.14,1
2458,28,Male,South,71.8,1,154,118,0.42,0.315,0.037,0.568,0.236,1,8617.43,0
2459,62,Male,South,180.61,1,6,27,0.337,0.729,0.179,0.042,0.281,0,6447.5,1
2460,42,Male,East,22.61,1,41,73,0.267,0.336,0.616,0.084,0.27,1,2084.11,0
2461,50,Male,North,102.6,1,36,40,0.265,0.308,0.305,0.642,0.372,2,5410.58,0
2462,77,Female,North,135.16,3,31,23,0.581,0.273,0.183,0.132,0.303,1,10627.86,0
2463,55,Male,North,134.0,2,108,7,0.276,0.2,0.491,0.087,0.559,1,3003.23,0
2464,58,Male,South,193.78,0,28,81,0.254,0.434,0.176,0.351,0.21,0,469.14,0
2465,25,Male,West,124.46,4,3,37,0.093,0.361,0.308,0.11,0.124,1,21135.49,0
2466,28,Female,South,230.28,2,4,7,0.174,0.637,0.361,0.363,0.171,0,3468.96,0
2467,39,Male,North,52.36,2,2,94,0.312,0.056,0.343,0.339,0.377,1,10085.3,0
2468,68,Female,East,75.97,2,31,77,0.391,0.457,0.498,0.389,0.18,1,12369.34,0
2469,41,Male,Central,21.13,1,76,82,0.187,0.14,0.247,0.274,0.036,3,3146.19,0
2470,58,Female,North,20.56,3,13,95,0.569,0.342,0.109,0.101,0.534,2,4865.95,0
2471,34,Female,North,41.97,0,62,22,0.647,0.289,0.13,0.004,0.312,0,50.0,0
2472,29,Male,South,28.5,0,69,78,0.095,0.037,0.514,0.332,0.246,1,63.13,1
2473,74,Male,West,44.11,1,17,82,0.303,0.12,0.061,0.143,0.393,0,3413.63,1
2474,63,Male,East,35.59,1,55,99,0.239,0.67,0.425,0.374,0.575,1,2625.27,1
2475,49,Male,West,22.31,1,69,17,0.186,0.287,0.112,0.121,0.242,1,996.3,0
2476,32,Female,Central,212.02,1,37,19,0.399,0.479,0.279,0.067,0.265,1,5333.77,0
2477,33,Female,West,20.66,0,24,95,0.467,0.348,0.078,0.07,0.416,1,230.17,0
2478,71,Female,East,126.57,1,57,39,0.215,0.247,0.645,0.075,0.329,1,6373.86,0
2479,39,Female,East,33.2,1,228,117,0.137,0.099,0.084,0.767,0.261,2,4373.59,0
2480,45,Male,North,214.64,5,33,36,0.22,0.748,0.773,0.055,0.66,1,41987.75,0
2481,37,Male,Central,198.64,1,29,15,0.316,0.466,0.444,0.618,0.102,0,3064.88,0
2482,50,Female,South,104.88,2,37,63,0.366,0.484,0.457,0.432,0.046,1,15537.44,1
2483,27,Male,North,109.24,2,4,29,0.335,0.188,0.111,0.284,0.359,1,7697.82,0
2484,57,Female,West,20.43,2,48,60,0.388,0.456,0.397,0.021,0.367,0,3159.78,1
2485,49,Male,South,355.29,2,23,56,0.373,0.058,0.494,0.1,0.077,1,45060.15,0
2486,67,Male,East,188.19,1,7,40,0.213,0.064,0.237,0.394,0.243,3,7507.39,1
2487,77,Other,East,200.38,2,37,16,0.42,0.34,0.206,0.082,0.37,1,7440.37,0
2488,50,Male,South,106.13,0,0,33,0.519,0.169,0.402,0.231,0.102,0,592.46,1
2489,19,Other,West,53.82,1,30,89,0.11,0.195,0.252,0.306,0.295,1,7312.85,0
2490,50,Other,South,199.28,2,6,16,0.403,0.207,0.636,0.418,0.326,0,6346.96,0
2491,50,Female,South,47.57,1,1,30,0.163,0.21,0.247,0.025,0.425,0,2167.27,0
2492,58,Female,East,86.17,3,104,98,0.146,0.13,0.361,0.072,0.304,1,25652.6,0
2493,30,Female,West,28.4,4,148,66,0.352,0.715,0.483,0.294,0.211,2,8245.84,0
2494,47,Female,West,224.04,2,13,104,0.112,0.242,0.436,0.217,0.3,1,50307.56,0
2495,50,Male,South,32.14,1,46,44,0.542,0.234,0.361,0.218,0.103,0,2009.79,0
2496,30,Male,East,40.38,0,19,107,0.291,0.144,0.142,0.281,0.318,1,50.0,0
2497,69,Female,North,85.34,0,40,38,0.458,0.312,0.25,0.078,0.257,2,2232.6,1
2498,43,Male,Central,135.55,0,34,51,0.447,0.747,0.213,0.119,0.294,2,50.0,0
2499,39,Male,South,97.27,1,18,60,0.187,0.302,0.758,0.046,0.31,3,6784.96,0
2500,56,Male,West,41.13,0,72,18,0.271,0.615,0.131,0.125,0.437,2,730.36,1
2501,19,Female,North,20.08,0,8,5,0.297,0.348,0.2,0.266,0.406,0,50.0,1
2502,55,Female,North,133.23,0,3,111,0.115,0.234,0.265,0.126,0.467,1,50.0,1
2503,56,Male,East,357.09,0,87,40,0.247,0.031,0.755,0.15,0.091,3,50.0,1
2504,43,Female,Central,152.82,4,65,6,0.199,0.284,0.35,0.051,0.45,1,1668.59,0
2505,63,Female,East,69.33,0,41,76,0.392,0.32,0.051,0.049,0.349,1,371.62,0
2506,75,Female,Central,207.28,0,37,115,0.203,0.168,0.303,0.207,0.688,2,509.47,0
2507,67,Female,East,62.19,1,41,12,0.282,0.264,0.404,0.237,0.284,4,223.98,0
2508,32,Female,East,79.54,1,34,12,0.196,0.157,0.06,0.33,0.077,2,50.0,1
2509,51,Male,North,71.87,0,29,73,0.303,0.211,0.689,0.179,0.223,2,1534.17,0
2510,59,Female,West,67.48,5,41,106,0.315,0.169,0.197,0.236,0.032,3,41707.31,1
2511,72,Male,North,139.4,1,45,22,0.397,0.305,0.08,0.383,0.084,2,4140.14,0
2512,61,Female,Central,79.85,2,70,49,0.396,0.146,0.186,0.021,0.338,2,8930.79,0
2513,66,Other,Central,50.47,3,74,50,0.511,0.595,0.546,0.37,0.436,2,8574.25,0
2514,57,Male,Central,43.89,2,28,80,0.483,0.362,0.612,0.079,0.11,1,8585.37,0
2515,28,Male,East,23.08,0,32,4,0.715,0.138,0.249,0.216,0.066,0,50.0,0
2516,78,Female,West,90.01,1,28,50,0.176,0.173,0.702,0.338,0.581,0,5515.43,0
2517,20,Male,West,40.91,1,46,3,0.354,0.219,0.226,0.147,0.257,0,1390.8,1
2518,76,Female,North,32.83,2,36,16,0.299,0.478,0.64,0.294,0.248,2,1510.73,0
2519,23,Male,East,104.87,0,132,14,0.333,0.447,0.313,0.24,0.032,0,61.91,1
2520,26,Male,North,111.46,1,71,64,0.398,0.136,0.327,0.169,0.342,0,6592.98,0
2521,23,Other,East,131.6,2,137,41,0.166,0.663,0.128,0.379,0.212,2,12469.8,0
2522,26,Female,North,76.03,2,74,102,0.227,0.256,0.608,0.008,0.285,1,17611.54,0
2523,56,Female,North,199.59,0,212,68,0.057,0.259,0.27,0.206,0.604,2,1053.02,0
2524,48,Male,South,240.34,0,60,59,0.39,0.237,0.694,0.368,0.068,2,50.0,0
2525,49,Female,South,151.76,2,198,2,0.125,0.271,0.499,0.419,0.177,1,987.9,0
2526,58,Female,East,100.76,1,10,119,0.182,0.31,0.039,0.073,0.454,3,12335.87,0
2527,67,Female,North,48.96,2,3,10,0.123,0.182,0.408,0.175,0.218,1,1761.45,0
2528,29,Female,East,345.7,2,51,75,0.391,0.218,0.361,0.174,0.183,1,59275.46,0
2529,25,Female,North,45.63,2,246,103,0.421,0.182,0.303,0.232,0.417,4,10118.55,0
2530,25,Male,East,38.12,0,32,90,0.116,0.164,0.072,0.755,0.822,2,1678.8,0
2531,67,Male,East,66.69,1,14,101,0.011,0.259,0.3,0.437,0.289,3,6550.05,1
2532,45,Female,East,24.68,2,44,26,0.412,0.231,0.318,0.228,0.386,0,850.23,1
2533,79,Male,West,327.16,1,62,4,0.585,0.491,0.247,0.121,0.501,1,1174.31,0
2534,37,Female,South,91.02,3,22,90,0.433,0.391,0.129,0.254,0.154,4,26861.45,0
2535,79,Male,West,85.13,2,75,102,0.505,0.342,0.03,0.479,0.18,0,18994.03,0
2536,64,Female,South,105.32,3,221,28,0.216,0.404,0.452,0.147,0.533,2,10977.14,0
2537,76,Female,East,74.98,0,136,2,0.421,0.551,0.1,0.059,0.22,0,50.0,0
2538,24,Male,East,22.61,1,20,66,0.526,0.46,0.053,0.349,0.193,1,2299.28,0
2539,28,Male,North,95.8,1,23,16,0.093,0.424,0.326,0.449,0.032,2,1876.15,1
2540,37,Male,West,120.75,0,27,57,0.715,0.086,0.088,0.198,0.445,0,292.94,0
2541,33,Female,East,63.13,0,30,23,0.288,0.194,0.058,0.312,0.413,0,50.0,0
2542,21,Female,South,133.27,2,6,23,0.208,0.318,0.251,0.512,0.398,2,6079.83,0
2543,23,Male,North,40.6,1,86,77,0.486,0.455,0.172,0.188,0.113,2,4331.07,0
2544,75,Female,North,40.01,3,27,21,0.124,0.421,0.222,0.135,0.382,4,2907.17,0
2545,39,Male,Central,34.08,1,127,103,0.264,0.211,0.223,0.234,0.162,5,2755.31,1
2546,43,Male,West,57.22,4,156,25,0.21,0.108,0.242,0.255,0.127,1,6764.96,0
2547,20,Female,North,170.19,1,1,58,0.119,0.325,0.13,0.482,0.339,3,12107.3,0
2548,58,Male,South,160.78,1,267,37,0.53,0.12,0.226,0.044,0.181,4,7323.73,0
2549,77,Male,East,58.61,3,74,49,0.195,0.294,0.382,0.394,0.538,2,8762.02,0
2550,59,Male,West,91.16,0,44,77,0.409,0.273,0.49,0.395,0.218,0,244.25,1
2551,31,Male,North,122.07,1,29,15,0.335,0.122,0.156,0.258,0.592,0,2805.13,0
2552,28,Male,North,42.08,3,43,28,0.626,0.475,0.208,0.343,0.438,2,3291.44,0
2553,35,Male,Central,34.73,0,23,67,0.435,0.55,0.279,0.328,0.091,3,50.0,1
2554,71,Female,North,306.32,4,58,87,0.126,0.302,0.295,0.038,0.274,3,113896.44,1
2555,29,Male,North,96.89,0,5,4,0.215,0.226,0.239,0.499,0.298,3,50.0,1
2556,40,Female,Central,338.84,3,58,47,0.118,0.507,0.164,0.039,0.398,1,52069.28,1
2557,29,Male,East,52.97,0,19,50,0.682,0.382,0.415,0.627,0.171,2,1408.44,1
2558,30,Male,South,117.13,2,1,60,0.399,0.175,0.232,0.189,0.087,2,14504.9,0
2559,42,Female,North,40.14,1,48,62,0.364,0.464,0.447,0.284,0.412,1,1503.71,0
2560,62,Other,North,44.22,1,51,67,0.098,0.202,0.379,0.142,0.152,2,2697.09,1
2561,68,Male,North,77.38,1,33,103,0.218,0.781,0.166,0.106,0.554,3,9354.55,1
2562,75,Female,Central,50.81,1,4,72,0.099,0.323,0.664,0.296,0.28,3,2616.53,0
2563,36,Female,South,34.68,1,134,43,0.415,0.463,0.465,0.391,0.509,0,3556.41,0
2564,72,Female,West,44.4,0,56,89,0.2,0.697,0.17,0.122,0.285,2,892.55,0
2565,63,Female,Central,22.91,4,7,118,0.29,0.294,0.134,0.04,0.167,1,10766.83,0
2566,53,Male,South,117.51,1,42,58,0.386,0.066,0.654,0.28,0.345,2,7705.81,1
2567,62,Male,North,74.2,0,41,105,0.319,0.155,0.009,0.03,0.238,0,406.81,0
2568,25,Female,East,27.92,1,3,52,0.333,0.403,0.059,0.267,0.399,1,796.88,0
2569,46,Male,Central,35.07,1,56,76,0.146,0.361,0.823,0.338,0.677,2,1191.33,0
2570,72,Female,West,28.65,1,99,69,0.383,0.119,0.484,0.368,0.327,0,1423.94,0
2571,70,Male,North,95.86,0,82,97,0.077,0.418,0.349,0.129,0.218,4,979.06,1
2572,72,Male,West,27.92,1,13,46,0.234,0.451,0.086,0.1,0.668,1,174.02,0
2573,49,Female,East,132.29,2,118,25,0.058,0.264,0.485,0.028,0.15,0,8224.36,0
2574,68,Male,Central,21.66,3,25,25,0.418,0.764,0.742,0.094,0.236,0,992.05,0
2575,61,Female,North,42.95,1,175,35,0.287,0.209,0.137,0.555,0.246,4,50.0,0
2576,35,Female,East,197.07,0,4,61,0.402,0.371,0.036,0.117,0.304,3,1189.45,0
2577,23,Female,Central,121.42,1,39,15,0.32,0.151,0.426,0.104,0.356,2,1542.74,1
2578,35,Female,South,26.06,1,54,106,0.192,0.156,0.306,0.107,0.741,0,2731.46,0
2579,36,Female,East,157.69,1,17,90,0.121,0.168,0.537,0.217,0.166,1,15234.29,0
2580,39,Female,North,74.35,1,88,74,0.594,0.405,0.152,0.566,0.016,2,5373.98,1
2581,54,Female,South,170.07,0,59,88,0.588,0.231,0.39,0.457,0.363,3,50.0,0
2582,49,Male,South,93.45,0,1,35,0.645,0.277,0.434,0.038,0.169,6,50.0,1
2583,73,Male,Central,111.61,0,56,29,0.06,0.406,0.422,0.668,0.204,5,1015.27,1
2584,58,Male,South,422.9,3,40,38,0.327,0.129,0.151,0.109,0.152,0,53850.3,0
2585,76,Male,East,41.15,0,13,69,0.436,0.232,0.34,0.215,0.556,2,266.44,0
2586,20,Female,West,98.24,2,327,24,0.117,0.478,0.721,0.372,0.187,2,6089.39,0
2587,45,Female,North,69.34,2,136,19,0.315,0.676,0.272,0.579,0.359,1,3868.56,0
2588,27,Female,East,23.22,3,20,46,0.27,0.488,0.789,0.339,0.403,1,2781.58,1
2589,68,Male,West,21.17,1,46,49,0.189,0.293,0.245,0.38,0.355,1,350.98,1
2590,52,Female,Central,30.16,4,22,44,0.053,0.428,0.425,0.269,0.173,1,6141.07,0
2591,78,Male,East,103.78,0,89,73,0.437,0.409,0.154,0.363,0.036,3,50.0,1
2592,46,Female,West,86.99,1,159,26,0.266,0.432,0.11,0.318,0.08,1,2425.85,0
2593,71,Female,North,84.49,1,26,25,0.638,0.306,0.358,0.224,0.245,2,551.17,0
2594,32,Male,Central,22.59,2,98,35,0.373,0.186,0.406,0.026,0.338,1,1772.75,0
2595,50,Male,North,70.69,0,41,114,0.444,0.35,0.091,0.096,0.285,0,781.28,0
2596,24,Male,West,226.82,3,30,36,0.214,0.806,0.058,0.049,0.273,0,27676.9,0
2597,29,Female,South,60.55,0,167,14,0.381,0.482,0.18,0.365,0.347,1,50.0,0
2598,66,Female,Central,98.45,1,42,56,0.449,0.313,0.572,0.102,0.355,5,7961.94,0
2599,47,Female,West,141.06,2,37,6,0.092,0.549,0.217,0.116,0.148,2,1176.64,0
2600,38,Male,West,142.57,1,66,32,0.139,0.08,0.2,0.402,0.423,1,6571.26,0
2601,48,Male,North,78.6,2,18,26,0.32,0.281,0.671,0.255,0.069,1,2994.15,0
2602,75,Female,South,176.13,1,23,15,0.482,0.473,0.223,0.023,0.641,2,3610.91,0
2603,78,Female,East,59.72,1,161,49,0.597,0.544,0.508,0.117,0.288,0,1910.47,0
2604,41,Male,West,195.64,2,68,95,0.14,0.216,0.728,0.062,0.202,2,40140.15,0
2605,37,Male,North,41.98,0,105,56,0.127,0.117,0.437,0.124,0.262,0,50.0,1
2606,54,Female,Central,46.3,1,18,37,0.382,0.42,0.476,0.462,0.187,2,783.0,1
2607,21,Male,Central,24.37,2,47,102,0.53,0.297,0.455,0.07,0.652,1,5295.47,1
2608,45,Male,South,147.01,0,213,53,0.133,0.471,0.094,0.155,0.273,0,50.0,1
2609,61,Male,West,63.17,0,23,58,0.351,0.378,0.613,0.505,0.115,0,50.0,1
2610,79,Female,East,40.82,1,10,101,0.006,0.427,0.31,0.068,0.053,3,5054.87,1
2611,37,Female,East,41.1,1,42,83,0.443,0.373,0.208,0.668,0.174,1,5209.79,0
2612,77,Female,South,205.33,6,29,78,0.565,0.403,0.214,0.208,0.084,2,118190.67,1
2613,41,Female,East,163.62,0,10,36,0.076,0.089,0.318,0.24,0.144,2,50.0,0
2614,67,Female,West,84.51,0,131,101,0.41,0.182,0.397,0.368,0.085,3,50.0,1
2615,66,Male,South,96.59,2,280,11,0.357,0.372,0.521,0.033,0.212,2,2586.0,0
2616,68,Female,East,71.45,3,50,27,0.329,0.195,0.296,0.105,0.443,1,5990.58,0
2617,49,Male,West,59.76,2,89,2,0.26,0.607,0.237,0.063,0.194,1,50.0,1
2618,58,Female,West,217.66,1,117,22,0.17,0.339,0.153,0.225,0.219,0,5458.67,0
2619,53,Male,North,30.74,0,72,66,0.056,0.586,0.547,0.173,0.147,4,50.0,0
2620,75,Male,Central,63.36,3,2,84,0.401,0.108,0.195,0.274,0.236,1,18051.77,1
2621,70,Male,East,53.8,1,10,108,0.333,0.658,0.583,0.137,0.616,2,6295.28,0
2622,51,Male,South,75.16,0,4,112,0.295,0.187,0.219,0.225,0.099,3,50.0,1
2623,53,Male,North,68.94,1,0,17,0.42,0.061,0.489,0.478,0.303,1,656.88,0
2624,19,Male,East,78.53,0,21,4,0.08,0.133,0.062,0.162,0.273,0,50.0,0
2625,32,Other,Central,32.06,1,29,14,0.632,0.712,0.155,0.461,0.222,3,677.01,0
2626,51,Male,South,77.58,3,16,7,0.574,0.281,0.072,0.106,0.727,0,1508.09,0
2627,53,Female,West,42.21,1,4,79,0.087,0.337,0.485,0.2,0.106,1,3701.49,0
2628,23,Female,North,36.3,2,45,94,0.272,0.264,0.037,0.222,0.321,2,6274.9,0
2629,56,Other,East,25.36,2,19,16,0.716,0.355,0.085,0.185,0.447,1,1396.25,1
2630,59,Female,Central,135.06,1,95,104,0.446,0.572,0.212,0.151,0.304,2,18329.86,1
2631,68,Female,West,64.61,0,0,66,0.48,0.367,0.482,0.586,0.29,2,272.93,1
2632,68,Male,North,98.82,1,110,19,0.302,0.591,0.287,0.269,0.255,4,3209.97,1
2633,75,Male,East,124.04,2,185,1,0.278,0.4,0.551,0.33,0.174,1,50.0,1
2634,71,Male,North,110.98,1,75,31,0.287,0.213,0.311,0.216,0.042,1,3497.09,1
2635,78,Female,South,70.87,0,79,119,0.193,0.341,0.101,0.274,0.369,3,655.87,1
2636,29,Female,West,59.27,0,162,4,0.298,0.129,0.381,0.268,0.196,0,50.0,1
2637,20,Male,West,57.72,1,14,91,0.438,0.24,0.242,0.112,0.088,1,7130.26,1
2638,62,Male,North,101.74,1,312,58,0.135,0.349,0.147,0.689,0.29,2,6231.69,1
2639,35,Female,Central,74.62,2,89,56,0.344,0.305,0.396,0.199,0.125,3,9693.16,0
2640,57,Male,East,171.31,1,77,53,0.261,0.327,0.506,0.02,0.225,1,9590.74,0
2641,38,Female,South,186.16,0,26,89,0.461,0.557,0.242,0.013,0.112,0,50.0,1
2642,32,Female,East,34.96,1,47,86,0.1,0.22,0.192,0.054,0.465,3,3033.82,0
2643,50,Female,East,31.72,0,63,43,0.468,0.431,0.618,0.441,0.193,2,50.0,1
2644,52,Female,East,99.63,0,58,74,0.396,0.316,0.133,0.185,0.323,0,50.0,0
2645,43,Female,East,48.67,1,73,114,0.231,0.605,0.378,0.297,0.087,1,6749.55,1
2646,25,Female,East,21.5,0,5,97,0.415,0.127,0.413,0.448,0.198,1,1093.52,0
2647,53,Female,North,195.6,1,26,49,0.107,0.655,0.559,0.127,0.212,1,11719.21,0
2648,65,Female,West,40.59,2,34,112,0.233,0.208,0.321,0.106,0.17,0,9784.17,1
2649,47,Male,East,231.92,3,18,108,0.687,0.162,0.213,0.355,0.102,0,91277.61,0
2650,40,Male,North,121.11,3,11,60,0.255,0.594,0.28,0.404,0.353,0,23938.1,1
2651,59,Male,West,135.06,0,8,94,0.236,0.329,0.354,0.007,0.163,0,2141.47,0
2652,61,Male,Central,38.0,2,27,94,0.361,0.555,0.334,0.112,0.452,1,9605.37,1
2653,31,Female,Central,41.35,3,40,16,0.222,0.16,0.203,0.066,0.427,0,2197.02,1
2654,31,Female,South,78.93,2,3,73,0.332,0.121,0.571,0.184,0.263,0,10783.07,0
2655,19,Male,North,35.11,1,175,81,0.312,0.227,0.419,0.016,0.16,0,3046.45,0
2656,72,Male,East,49.16,1,86,99,0.312,0.086,0.01,0.145,0.057,2,6250.08,1
2657,54,Other,North,51.03,0,78,60,0.141,0.236,0.427,0.13,0.418,1,50.0,0
2658,22,Male,Central,33.91,2,11,114,0.381,0.589,0.587,0.115,0.201,0,7935.3,0
2659,55,Male,North,38.37,0,55,47,0.174,0.388,0.078,0.106,0.244,1,670.27,0
2660,62,Female,South,144.3,1,45,15,0.271,0.296,0.837,0.059,0.214,2,2430.97,0
2661,58,Female,South,34.64,1,242,63,0.17,0.264,0.76,0.02,0.095,0,2395.21,0
2662,79,Male,South,22.31,2,82,112,0.3,0.201,0.55,0.732,0.356,3,5569.69,0
2663,71,Male,West,99.4,0,51,28,0.323,0.343,0.098,0.377,0.217,1,50.0,1
2664,77,Male,East,318.32,3,114,20,0.274,0.175,0.183,0.017,0.726,1,20308.69,0
2665,78,Female,North,52.18,1,10,97,0.201,0.385,0.181,0.114,0.076,1,5513.7,1
2666,64,Female,South,30.1,0,0,63,0.167,0.451,0.172,0.017,0.468,0,50.0,0
2667,31,Male,East,87.59,0,70,33,0.018,0.073,0.126,0.173,0.356,1,50.0,0
2668,73,Female,North,209.46,1,6,36,0.358,0.479,0.422,0.279,0.33,2,10210.81,0
2669,56,Female,East,142.62,4,7,13,0.167,0.233,0.36,0.026,0.088,3,8198.05,0
2670,42,Male,East,97.94,1,81,62,0.452,0.068,0.23,0.532,0.262,5,7167.15,1
2671,37,Female,West,50.27,0,18,68,0.381,0.353,0.764,0.443,0.147,0,716.79,1
2672,19,Female,Central,82.45,1,59,23,0.21,0.486,0.397,0.2,0.204,3,2716.97,1
2673,56,Male,Central,27.65,3,149,72,0.13,0.192,0.379,0.384,0.262,2,6478.73,1
2674,23,Male,Central,110.89,1,22,13,0.198,0.059,0.284,0.288,0.232,0,803.23,1
2675,34,Female,North,123.31,1,14,88,0.591,0.113,0.179,0.644,0.253,4,11907.93,1
